subject_name,course_name,course_url
Mathematics Courses,Calculus through Data & Modelling: Vector Calculus,https://www.classcentral.com/course/calculus-through-data-and-modelling-vector-calcul-32766
Mathematics Courses,Calculus through Data & Modelling: Techniques of Integration,https://www.classcentral.com/course/calculus-through-data-and-modelling-techniques-of-32771
Personal Development Courses,Successful Negotiation: Essential Strategies and Skills,https://www.classcentral.com/course/successfulnegotiation-2460
Personal Development Courses,How to Succeed at: Interviews,https://www.classcentral.com/course/interviews-2253
Personal Development Courses,Critical Thinking at University: An Introduction,https://www.classcentral.com/course/critical-thinking-at-university-12273
Personal Development Courses,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://www.classcentral.com/course/mindshift-8289
Personal Development Courses,Learning How to Learn: Powerful mental tools to help you master tough subjects,https://www.classcentral.com/course/learning-how-to-learn-2161
Personal Development Courses,Learning How To Learn for Youth,https://www.classcentral.com/course/learning-how-to-learn-youth-12569
Personal Development Courses,Improving Your Study Techniques,https://www.classcentral.com/course/improving-study-techniques-13420
Personal Development Courses,The Future of Work: Preparing for Disruption,https://www.classcentral.com/course/edx-the-future-of-work-preparing-for-disruption-13702
Personal Development Courses,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://www.classcentral.com/course/apprendre-comment-apprendre-18067
Personal Development Courses,Learn Like a Pro: Science-Based Tools to Become Better at Anything,https://www.classcentral.com/course/learn-like-a-pro-science-based-tools-to-become-be-40292
Personal Development Courses,Presentation skills: Speechwriting and Storytelling,https://www.classcentral.com/course/speechwriting-9646
Personal Development Courses,Presentation skills:  Effective Presentation Delivery,https://www.classcentral.com/course/delivery-9645
Personal Development Courses,Aprender,https://www.classcentral.com/course/aprendo-4631
Personal Development Courses,"Inglés empresarial: ventas, gestión y liderazgo",https://www.classcentral.com/course/edx-ingles-empresarial-ventas-gestion-y-liderazgo-19171
Personal Development Courses,Psychology of Personal Growth,https://www.classcentral.com/course/edx-psychology-of-personal-growth-8857
Art & Design Courses,Introduction to Graphic Illustration,https://www.classcentral.com/course/kadenze-introduction-to-graphic-illustration-3773
Art & Design Courses,Fundamentals of Graphic Design,https://www.classcentral.com/course/fundamentals-of-graphic-design-4792
Art & Design Courses,Design Principles: an Introduction,https://www.classcentral.com/course/design-principles-4296
Art & Design Courses,Guitar for Beginners,https://www.classcentral.com/course/guitar-522
Art & Design Courses,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.classcentral.com/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384
Art & Design Courses,UX Design: From Concept to Prototype,https://www.classcentral.com/course/ux-design-concept-wireframe-12350
Art & Design Courses,"UX Research at Scale: Surveys, Analytics, Online Testing",https://www.classcentral.com/course/ux-research-at-scale-12351
Art & Design Courses,UX (User Experience) Capstone,https://www.classcentral.com/course/user-experience-capstone-12355
Art & Design Courses,User Experience & Interaction Design for AR/VR/MR/XR,https://www.classcentral.com/course/user-experience-interaction-design-augmented-virt-23275
Art & Design Courses,The Piano Sonata: Origins to Mozart,https://www.classcentral.com/course/piano-sonata-origins-to-mozart-43697
Art & Design Courses,The Piano Sonata: Beethoven and the Romantics,https://www.classcentral.com/course/piano-sonata-beethoven-to-romantics-43696
Art & Design Courses,The Piano Sonata: Russian and 20th-21st Century Composers,https://www.classcentral.com/course/piano-sonata-russian-20-21-century-composers-43695
Art & Design Courses,A Global History of Architecture,https://www.classcentral.com/course/edx-a-global-history-of-architecture-928
Art & Design Courses,Music Business Foundations,https://www.classcentral.com/course/music-business-foundations-4429
Art & Design Courses,Online Jamming and Concert Technology,https://www.classcentral.com/course/kadenze-online-jamming-and-concert-technology-3764
Data Science Courses,Data Science: R Basics,https://www.classcentral.com/course/edx-data-science-r-basics-9253
Data Science Courses,Algorithms for Big Data (COMPSCI 229r),https://www.classcentral.com/course/youtube-algorithms-for-big-data-compsci-229r-48050/classroom
Data Science Courses,Mastering Data Analysis in Excel,https://www.classcentral.com/course/analytics-excel-4310
Data Science Courses,Process Mining: Data science in Action,https://www.classcentral.com/course/procmin-2445
Data Science Courses,Hadoop Platform and Application Framework,https://www.classcentral.com/course/hadoop-4269
Data Science Courses,Biology Meets Programming: Bioinformatics for Beginners,https://www.classcentral.com/course/bioinformatics-745
Data Science Courses,People Analytics,https://www.classcentral.com/course/wharton-people-analytics-4264
Data Science Courses,Introduction to Systematic Review and Meta-Analysis,https://www.classcentral.com/course/systematicreview-3480
Data Science Courses,Digital Marketing Analytics in Practice,https://www.classcentral.com/course/dmanalyticspractice-2754
Data Science Courses,Mathematical Biostatistics Boot Camp 2,https://www.classcentral.com/course/biostats2-1033
Data Science Courses,Graph Analytics for Big Data,https://www.classcentral.com/course/graph-analytics-4249
Data Science Courses,Data Science Capstone,https://www.classcentral.com/course/data-science-project-2791
Data Science Courses,Developing Data Products,https://www.classcentral.com/course/devdataprod-1720
Data Science Courses,Managing Big Data with MySQL,https://www.classcentral.com/course/analytics-mysql-4181
Data Science Courses,Statistical Thinking for Data Science and Analytics,https://www.classcentral.com/course/edx-statistical-thinking-for-data-science-and-analytics-4913
Business Courses,Six Sigma: Define and Measure,https://www.classcentral.com/course/edx-six-sigma-define-and-measure-8450
Business Courses,"Six Sigma: Analyze, Improve, Control",https://www.classcentral.com/course/edx-six-sigma-analyze-improve-control-8452
Business Courses,Preparing to Manage Human Resources,https://www.classcentral.com/course/managing-human-resources-5462
Business Courses,Herramientas de la Inteligencia de Negocios,https://www.classcentral.com/course/edx-herramientas-de-la-inteligencia-de-negocios-10281
Business Courses,Almacenamiento de energía,https://www.classcentral.com/course/edx-almacenamiento-de-energia-19277
Business Courses,Excel: Fundamentos y herramientas,https://www.classcentral.com/course/edx-excel-fundamentos-y-herramientas-2962
Business Courses,Introducción a la inversión bursátil,https://www.classcentral.com/course/edx-introduccion-a-la-inversion-bursatil-5316
Business Courses,Introducción a la gestión de proyectos,https://www.classcentral.com/course/edx-introduccion-a-la-gestion-de-proyectos-4870
Business Courses,Estadística Aplicada a los Negocios,https://www.classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270
Business Courses,Presentation skills: Designing Presentation Slides,https://www.classcentral.com/course/slides-9643
Business Courses,Ideas for a Better World: Leading Change Through Policymaking,https://www.classcentral.com/course/ideas-better-world-13689
Business Courses,Análisis estadístico con Excel,https://www.classcentral.com/course/edx-analisis-estadistico-con-excel-13320
Business Courses,Starting a Business 1: Vision and Opportunity,https://www.classcentral.com/course/starting-a-business-1-5007
Business Courses,Diseña presentaciones eficaces con Powerpoint,https://www.classcentral.com/course/edx-disena-presentaciones-eficaces-con-powerpoint-8673
Business Courses,"Accounting, Business and Society:  The Multi-faceted Role of Accounting",https://www.classcentral.com/course/accounting-business-society-12434
Programming Courses,CS50's Web Programming with Python and JavaScript,https://www.classcentral.com/course/edx-cs50-s-web-programming-with-python-and-javascript-11506
Programming Courses,Object-Oriented Design,https://www.classcentral.com/course/object-oriented-design-9216
Programming Courses,Introduction to VBA/Excel Programming,https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797
Programming Courses,Exploratory Data Analysis with MATLAB,https://www.classcentral.com/course/exploratory-data-analysis-matlab-17125
Programming Courses,Ruby on Rails: An Introduction,https://www.classcentral.com/course/ruby-on-rails-intro-4258
Programming Courses,Using Python for Research,https://www.classcentral.com/course/edx-using-python-for-research-7204
Programming Courses,"Programming Languages, Part A",https://www.classcentral.com/course/programming-languages-452
Programming Courses,Learn to Code,https://www.classcentral.com/course/intro-to-programming-nanodegree--nd000-18207
Programming Courses,Creative Programming for Digital Media & Mobile Apps,https://www.classcentral.com/course/digitalmedia-529
Programming Courses,Single Page Web Applications with AngularJS,https://www.classcentral.com/course/single-page-web-apps-with-angularjs-4283
Programming Courses,Getting Started with AWS Machine Learning,https://www.classcentral.com/course/aws-machine-learning-16924
Programming Courses,Design Patterns,https://www.classcentral.com/course/design-patterns-9215
Programming Courses,Foundations of Objective-C App Development,https://www.classcentral.com/course/objective-c-4268
Programming Courses,Getting Started with Go,https://www.classcentral.com/course/golang-getting-started-12046
Programming Courses,How To Create a Website in a Weekend! (Project-Centered Course),https://www.classcentral.com/course/how-to-create-a-website-5815
Humanities Courses,Success: Practical Thinking Skills,https://www.classcentral.com/course/edx-success-practical-thinking-skills-8617
Humanities Courses,Introduction to Research Ethics: Working with People,https://www.classcentral.com/course/research-ethics-an-introduction-12091
Humanities Courses,"The Bible's Prehistory, Purpose, and Political Future",https://www.classcentral.com/course/biblefuture-1406
Humanities Courses,Moralities of Everyday Life,https://www.classcentral.com/course/moralities-911
Humanities Courses,Shakespeare Matters,https://www.classcentral.com/course/edx-shakespeare-matters-8731
Humanities Courses,English for Career Development,https://www.classcentral.com/course/careerdevelopment-6011
Humanities Courses, Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://www.classcentral.com/course/know-thyself-the-examined-life-432
Humanities Courses,Food Science and Nutrition: From the Farm to You,https://www.classcentral.com/course/food-science-and-nutrition-18182
Humanities Courses,The Ancient Greeks,https://www.classcentral.com/course/ancientgreeks-502
Humanities Courses,Greek and Roman Mythology,https://www.classcentral.com/course/mythology-353
Humanities Courses,Discovering Science: Science Writing,https://www.classcentral.com/course/discovering-science-science-writing-7743
Humanities Courses,"The Modern World, Part One: Global History from 1760 to 1910",https://www.classcentral.com/course/modern-world-430
Humanities Courses,Grammar and Punctuation,https://www.classcentral.com/course/grammar-punctuation-4236
Humanities Courses,"Philosophy, Science and Religion: Philosophy and Religion",https://www.classcentral.com/course/philosophy-science-religion-2-9085
Humanities Courses,Academic Writing Made Easy,https://www.classcentral.com/course/edx-academic-writing-made-easy-13157
Engineering Courses,Energy Within Environmental Constraints,https://www.classcentral.com/course/edx-energy-within-environmental-constraints-6021
Engineering Courses,Our Energy Future,https://www.classcentral.com/course/ourenergyfuture-2055
Engineering Courses,Robotics: Perception,https://www.classcentral.com/course/robotics-perception-5033
Engineering Courses,Introduction to Robotics,https://www.classcentral.com/course/youtube-lecture-collection-introduction-to-robotics-54773/classroom
Engineering Courses,Mechanics of Materials III: Beam Bending,https://www.classcentral.com/course/beam-bending-6184
Engineering Courses,Robotics: Mobility,https://www.classcentral.com/course/robotics-mobility-5032
Engineering Courses,Machine Design Part I,https://www.classcentral.com/course/machine-design1-7404
Engineering Courses,"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",https://www.classcentral.com/course/edx-principle-of-semiconductor-devices-part-i-semiconductors-pn-junctions-and-bipolar-junction-transistors-11365
Engineering Courses,Robotics: Estimation and Learning,https://www.classcentral.com/course/robotics-estimation-and-learning-5030
Engineering Courses,Signals and Systems (Fall 2011),https://www.classcentral.com/course/mit-opencourseware-signals-and-systems-fall-2011-40934/classroom
Engineering Courses,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,https://www.classcentral.com/course/edx-introduction-to-aerospace-engineering-astronautics-and-human-spaceflight-3042
Engineering Courses,Numerical Methods for Engineers,https://www.classcentral.com/course/numerical-methods-engineers-32822
Engineering Courses,Introduction to solar cells,https://www.classcentral.com/course/solar-cells-9050
Engineering Courses,Principles of Digital Communications I (Fall 2006),https://www.classcentral.com/course/mit-opencourseware-principles-of-digital-communications-i-fall-2006-40948/classroom
Engineering Courses,Robotics: Capstone,https://www.classcentral.com/course/robotics-capstone-5129
Health & Medicine Courses,Anatomy: Know Your Abdomen,https://www.classcentral.com/course/anatomy-know-your-abdomen-5008
Health & Medicine Courses,Medicine and the Arts: Humanising Healthcare,https://www.classcentral.com/course/medicine-and-the-arts-3015
Health & Medicine Courses,Understanding Multiple Sclerosis (MS),https://www.classcentral.com/course/independent-understanding-multiple-sclerosis-ms-13338
Health & Medicine Courses,De-Mystifying Mindfulness,https://www.classcentral.com/course/mindfulness-6951
Health & Medicine Courses,Bioseguridad y equipo de protección para la prevención de COVID-19,https://www.classcentral.com/course/edx-bioseguridad-y-equipo-de-proteccion-para-la-prevencion-de-covid-19-20375
Health & Medicine Courses,Young People and Mental Health,https://www.classcentral.com/course/young-people-mental-health-9491
Health & Medicine Courses,Vital Signs: Understanding What the Body Is Telling Us,https://www.classcentral.com/course/vitalsigns-1887
Health & Medicine Courses,Introducción a la Regulación Emocional basada en Mindfulness,https://www.classcentral.com/course/edx-introduccion-a-la-regulacion-emocional-basada-en-mindfulness-13432
Health & Medicine Courses,Health Concepts in Chinese Medicine,https://www.classcentral.com/course/health-concepts-chinese-medicine-9496
Health & Medicine Courses,Improving Healthcare Through Clinical Research,https://www.classcentral.com/course/clinical-research-4046
Health & Medicine Courses,Functional Foods and Nutraceuticals,https://www.classcentral.com/course/swayam-functional-foods-and-nutraceuticals-14069
Health & Medicine Courses,FlashDiet: Aprende a comer sano,https://www.classcentral.com/course/edx-flashdiet-aprende-a-comer-sano-8631
Health & Medicine Courses,Riesgo biológico y bioseguridad en el entorno laboral,https://www.classcentral.com/course/edx-riesgo-biologico-y-bioseguridad-en-el-entorno-laboral-20325
Health & Medicine Courses,Causes of Human Disease: Nutrition and Environment,https://www.classcentral.com/course/human-disease-lifestyle-environment-9026
Health & Medicine Courses,Mechanical Ventilation for COVID-19,https://www.classcentral.com/course/edx-mechanical-ventilation-for-covid-19-19347
Computer Science Courses,Fundamentals of Reinforcement Learning,https://www.classcentral.com/course/fundamentals-of-reinforcement-learning-14497
Computer Science Courses,Sample-based Learning Methods,https://www.classcentral.com/course/sample-based-learning-methods-14496
Computer Science Courses,CS188.1x: Artificial Intelligence,https://www.classcentral.com/course/edx-cs188-1x-artificial-intelligence-445
Computer Science Courses,Machine Learning with Python: from Linear Models to Deep Learning,https://www.classcentral.com/course/edx-machine-learning-with-python-from-linear-models-to-deep-learning-11483
Computer Science Courses,A Complete Reinforcement Learning System (Capstone),https://www.classcentral.com/course/complete-reinforcement-learning-system-14498
Computer Science Courses,Probabilistic Graphical Models 1: Representation,https://www.classcentral.com/course/probabilistic-graphical-models-309
Computer Science Courses,Computer Science 101,https://www.classcentral.com/course/edx-computer-science-101-2175
Computer Science Courses,Introduction to Linux,https://www.classcentral.com/course/edx-introduction-to-linux-1857
Computer Science Courses,Probabilistic Graphical Models 2: Inference,https://www.classcentral.com/course/probabilistic-graphical-models-2-inferen-7292
Computer Science Courses,Practical Machine Learning,https://www.classcentral.com/course/predmachlearn-1719
Computer Science Courses,Machine Learning With Big Data,https://www.classcentral.com/course/machinelearningwithbigdata-4238
Computer Science Courses,Introduction to the Internet of Things and Embedded Systems,https://www.classcentral.com/course/iot-4338
Computer Science Courses,The Arduino Platform and C Programming,https://www.classcentral.com/course/arduino-platform-4206
Computer Science Courses,Design of Computer Programs,https://www.classcentral.com/course/udacity-design-of-computer-programs-323
Computer Science Courses,Principles of Computing (Part 1),https://www.classcentral.com/course/principlescomputing1-1724
Science Courses,Understanding the Brain: The Neurobiology of Everyday Life,https://www.classcentral.com/course/neurobio-1606
Science Courses,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.classcentral.com/course/edx-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron-942
Science Courses,Paleontology: Theropod Dinosaurs and the Origin of Birds,https://www.classcentral.com/course/theropods-birds-5236
Science Courses,Algorithms for DNA Sequencing,https://www.classcentral.com/course/ads1-3433
Science Courses,Mathematical Biostatistics Boot Camp 1,https://www.classcentral.com/course/biostats-596
Science Courses,Dog Emotion and Cognition,https://www.classcentral.com/course/coursera-dog-emotion-and-cognition-3627
Science Courses,Physics by CrashCourse,https://www.classcentral.com/course/youtube-physics-45840/classroom
Science Courses,Técnicas Cuantitativas y Cualitativas para la Investigación,https://www.classcentral.com/course/edx-tecnicas-cuantitativas-y-cualitativas-para-la-investigacion-6601
Science Courses,Astronomy: Exploring Time and Space,https://www.classcentral.com/course/astro-3007
Science Courses,Understanding Einstein: The Special Theory of Relativity,https://www.classcentral.com/course/einstein-765
Science Courses,Introduction to Genetics and Evolution,https://www.classcentral.com/course/geneticsevolution-381
Science Courses,The Brain and Space,https://www.classcentral.com/course/brainspace-1362
Science Courses,Introduction to Genomic Technologies,https://www.classcentral.com/course/genintro-3472
Science Courses,Organic Farming for Sustainable Agricultural production,https://www.classcentral.com/course/youtube-organic-farming-for-sustainable-agricultural-production-by-prof-dilip-kumar-swain-47368/classroom
Science Courses,Algorithmic Information Dynamics: From Networks to Cells,https://www.classcentral.com/course/complexity-explorer-algorithmic-information-dynamics-from-networks-to-cells-3611
Social Sciences Courses,Model Thinking,https://www.classcentral.com/course/modelthinking-317
Social Sciences Courses,Justice,https://www.classcentral.com/course/edx-justice-610
Social Sciences Courses,Protecting Business Innovations via Copyright,https://www.classcentral.com/course/protect-business-innovations-copyright-8733
Social Sciences Courses,Introduction to Psychology: Developmental Psychology,https://www.classcentral.com/course/developmental-psychology-11040
Social Sciences Courses,Introduction to Intercultural Studies: Language and Culture,https://www.classcentral.com/course/intercultural-studies-language-culture-10562
Social Sciences Courses,Psychological First Aid,https://www.classcentral.com/course/psychfirstaid-2900
Social Sciences Courses,Computer Simulations,https://www.classcentral.com/course/computer-simulations-17986
Social Sciences Courses,Greening the Economy: Sustainable Cities,https://www.classcentral.com/course/gte-sustainable-cities-4851
Social Sciences Courses,EU policy and implementation: making Europe work! ,https://www.classcentral.com/course/eu-making-europe-work-7408
Social Sciences Courses,Direct Tax Laws and Practice,https://www.classcentral.com/course/swayam-direct-tax-laws-and-practice-14009
Social Sciences Courses,The Science of Well-Being,https://www.classcentral.com/course/the-science-of-well-being-10346
Social Sciences Courses,Protecting Business Innovations via Trademark,https://www.classcentral.com/course/protect-business-innovations-trademark-10038
Social Sciences Courses,Chinese Politics Part 1 – China and Political Science,https://www.classcentral.com/course/chinesepolitics1-3790
Social Sciences Courses,AP® Microeconomics,https://www.classcentral.com/course/edx-ap-microeconomics-8630
Social Sciences Courses,Computational Social Science Capstone Project,https://www.classcentral.com/course/css-capstone-17985
